Year,Table,County,Birth Weight in Grams,Number of Live Births
2014,11a,Franklin,2000-2499,19
2014,11a,Franklin,2500-2999,79
2014,11a,Franklin,3000-3499,147
2014,11a,Franklin,3500+,177
2014,11a,Franklin,Not Stated,3
2014,11a,Fulton,Total,538
2014,11a,Fulton,Under 1000,3
2014,11a,Fulton,1000-1499,4
2014,11a,Fulton,1500-1999,7
2014,11a,Fulton,2000-2499,25
2014,11a,Fulton,2500-2999,96
2014,11a,Fulton,3000-3499,195
2014,11a,Fulton,3500+,207
2014,11a,Fulton,Not Stated,1
2014,11a,Genesee,Total,621
2014,11a,Genesee,Under 1000,4
2014,11a,Genesee,1000-1499,7
2014,11a,Genesee,1500-1999,8
2014,11a,Genesee,2000-2499,18
2014,11a,Genesee,2500-2999,108
2014,11a,Genesee,3000-3499,211
2014,11a,Genesee,3500+,265
2014,11a,Genesee,Not Stated,0
2014,11a,Greene,Total,398
2014,11a,Greene,Under 1000,5
2014,11a,Greene,1000-1499,3
2014,11a,Greene,1500-1999,7
2014,11a,Greene,2000-2499,20
2014,11a,Greene,2500-2999,61
2014,11a,Greene,3000-3499,147
2014,11a,Greene,3500+,154
2014,11a,Greene,Not Stated,1
2014,11a,Hamilton,Total,29
2014,11a,Hamilton,Under 1000,0
2014,11a,Hamilton,1000-1499,0
2014,11a,Hamilton,1500-1999,2
2014,11a,Hamilton,2000-2499,1
2014,11a,Hamilton,2500-2999,5
2014,11a,Hamilton,3000-3499,12
2014,11a,Hamilton,3500+,9
2014,11a,Hamilton,Not Stated,0
2014,11a,Herkimer,Total,657
2014,11a,Herkimer,Under 1000,8
2014,11a,Herkimer,1000-1499,5
2014,11a,Herkimer,1500-1999,8
2014,11a,Herkimer,2000-2499,31
2014,11a,Herkimer,2500-2999,97
2014,11a,Herkimer,3000-3499,219
2014,11a,Herkimer,3500+,287
2014,11a,Herkimer,Not Stated,2
2014,11a,Jefferson,Total,2081
2014,11a,Jefferson,Under 1000,13
2014,11a,Jefferson,1000-1499,13
2014,11a,Jefferson,1500-1999,25
2014,11a,Jefferson,2000-2499,95
2014,11a,Jefferson,2500-2999,318
2014,11a,Jefferson,3000-3499,743
2014,11a,Jefferson,3500+,861
2014,11a,Jefferson,Not Stated,13
2014,11a,Lewis,Total,356
2014,11a,Lewis,Under 1000,0
2014,11a,Lewis,1000-1499,5
2014,11a,Lewis,1500-1999,4
2014,11a,Lewis,2000-2499,10
2014,11a,Lewis,2500-2999,51
2014,11a,Lewis,3000-3499,132
2014,11a,Lewis,3500+,153
2014,11a,Lewis,Not Stated,1
2014,11a,Livingston,Total,526
2014,11a,Livingston,Under 1000,2
2014,11a,Livingston,1000-1499,2
2014,11a,Livingston,1500-1999,5
2014,11a,Livingston,2000-2499,13
2014,11a,Livingston,2500-2999,88
2014,11a,Livingston,3000-3499,189
2014,11a,Livingston,3500+,226
2014,11a,Livingston,Not Stated,1
2014,11a,Madison,Total,644
2014,11a,Madison,Under 1000,5
2014,11a,Madison,1000-1499,0
2014,11a,Madison,1500-1999,8
2014,11a,Madison,2000-2499,36
2014,11a,Madison,2500-2999,94
2014,11a,Madison,3000-3499,241
2014,11a,Madison,3500+,247
2014,11a,Madison,Not Stated,13
2014,11a,Monroe,Total,8388
2014,11a,Monroe,Under 1000,73
2014,11a,Monroe,1000-1499,71
2014,11a,Monroe,1500-1999,143
2014,11a,Monroe,2000-2499,413
2014,11a,Monroe,2500-2999,1511
2014,11a,Monroe,3000-3499,3018
2014,11a,Monroe,3500+,3156
2014,11a,Monroe,Not Stated,3
2014,11a,Montgomery,Total,621
2014,11a,Montgomery,Under 1000,6
2014,11a,Montgomery,1000-1499,4
2014,11a,Montgomery,1500-1999,10
2014,11a,Montgomery,2000-2499,22
2014,11a,Montgomery,2500-2999,116
2014,11a,Montgomery,3000-3499,202
2014,11a,Montgomery,3500+,249
2014,11a,Montgomery,Not Stated,12
2014,11a,Nassau,Total,14339
2014,11a,Nassau,Under 1000,88
2014,11a,Nassau,1000-1499,100
2014,11a,Nassau,1500-1999,242
2014,11a,Nassau,2000-2499,726
2014,11a,Nassau,2500-2999,2490
2014,11a,Nassau,3000-3499,5637
2014,11a,Nassau,3500+,5056
2014,11a,Nassau,Not Stated,0
2014,11a,Niagara,Total,2165
2014,11a,Niagara,Under 1000,20
2014,11a,Niagara,1000-1499,12
2014,11a,Niagara,1500-1999,34
2014,11a,Niagara,2000-2499,95
2014,11a,Niagara,2500-2999,398
2014,11a,Niagara,3000-3499,841
2014,11a,Niagara,3500+,763
2014,11a,Niagara,Not Stated,2
2014,11a,Oneida,Total,2495
2014,11a,Oneida,Under 1000,21
2014,11a,Oneida,1000-1499,19
2014,11a,Oneida,1500-1999,33
2014,11a,Oneida,2000-2499,110
2014,11a,Oneida,2500-2999,428
2014,11a,Oneida,3000-3499,867
2014,11a,Oneida,3500+,1016
2014,11a,Oneida,Not Stated,1
2014,11a,Onondaga,Total,5291
2014,11a,Onondaga,Under 1000,39
2014,11a,Onondaga,1000-1499,43
2014,11a,Onondaga,1500-1999,82
2014,11a,Onondaga,2000-2499,266
2014,11a,Onondaga,2500-2999,820
2014,11a,Onondaga,3000-3499,1912
2014,11a,Onondaga,3500+,2128
2014,11a,Onondaga,Not Stated,1
2014,11a,Ontario,Total,1084
2014,11a,Ontario,Under 1000,6
2014,11a,Ontario,1000-1499,6
2014,11a,Ontario,1500-1999,13
2014,11a,Ontario,2000-2499,57
2014,11a,Ontario,2500-2999,160
2014,11a,Ontario,3000-3499,365
2014,11a,Ontario,3500+,473
2014,11a,Ontario,Not Stated,4
2014,11a,Orange,Total,4856
2014,11a,Orange,Under 1000,32
2014,11a,Orange,1000-1499,21
2014,11a,Orange,1500-1999,72
2014,11a,Orange,2000-2499,208
2014,11a,Orange,2500-2999,803
2014,11a,Orange,3000-3499,1837
2014,11a,Orange,3500+,1877
2014,11a,Orange,Not Stated,6
2014,11a,Orleans,Total,420
2014,11a,Orleans,Under 1000,5
2014,11a,Orleans,1000-1499,6
2014,11a,Orleans,1500-1999,5
2014,11a,Orleans,2000-2499,25
2014,11a,Orleans,2500-2999,49
2014,11a,Orleans,3000-3499,146
2014,11a,Orleans,3500+,184
2014,11a,Orleans,Not Stated,0
2014,11a,Oswego,Total,1269
2014,11a,Oswego,Under 1000,4
2014,11a,Oswego,1000-1499,6
2014,11a,Oswego,1500-1999,13
2014,11a,Oswego,2000-2499,71
2014,11a,Oswego,2500-2999,195
2014,11a,Oswego,3000-3499,455
2014,11a,Oswego,3500+,520
2014,11a,Oswego,Not Stated,5
2014,11a,Otsego,Total,540
2014,11a,Otsego,Under 1000,2
2014,11a,Otsego,1000-1499,0
2014,11a,Otsego,1500-1999,11
2014,11a,Otsego,2000-2499,22
2014,11a,Otsego,2500-2999,93
2014,11a,Otsego,3000-3499,180
2014,11a,Otsego,3500+,225
2014,11a,Otsego,Not Stated,7
2014,11a,Putnam,Total,825
2014,11a,Putnam,Under 1000,5
2014,11a,Putnam,1000-1499,6
2014,11a,Putnam,1500-1999,13
2014,11a,Putnam,2000-2499,43
2014,11a,Putnam,2500-2999,132
2014,11a,Putnam,3000-3499,314
2014,11a,Putnam,3500+,308
2014,11a,Putnam,Not Stated,4
2014,11a,Rensselaer,Total,1648
2014,11a,Rensselaer,Under 1000,16
2014,11a,Rensselaer,1000-1499,9
2014,11a,Rensselaer,1500-1999,28
2014,11a,Rensselaer,2000-2499,72
2014,11a,Rensselaer,2500-2999,242
2014,11a,Rensselaer,3000-3499,586
2014,11a,Rensselaer,3500+,694
2014,11a,Rensselaer,Not Stated,1
2014,11a,Rockland,Total,5170
2014,11a,Rockland,Under 1000,23
2014,11a,Rockland,1000-1499,19
2014,11a,Rockland,1500-1999,60
2014,11a,Rockland,2000-2499,212
2014,11a,Rockland,2500-2999,837
2014,11a,Rockland,3000-3499,1976
2014,11a,Rockland,3500+,2041
2014,11a,Rockland,Not Stated,2
2014,11a,St Lawrence,Total,1137
2014,11a,St Lawrence,Under 1000,3
2014,11a,St Lawrence,1000-1499,5
2014,11a,St Lawrence,1500-1999,15
2014,11a,St Lawrence,2000-2499,43
2014,11a,St Lawrence,2500-2999,179
2014,11a,St Lawrence,3000-3499,406
2014,11a,St Lawrence,3500+,450
2014,11a,St Lawrence,Not Stated,36
2014,11a,Saratoga,Total,2235
2014,11a,Saratoga,Under 1000,13
2014,11a,Saratoga,1000-1499,17
2014,11a,Saratoga,1500-1999,23
2014,11a,Saratoga,2000-2499,89
2014,11a,Saratoga,2500-2999,316
2014,11a,Saratoga,3000-3499,787
2014,11a,Saratoga,3500+,988
2014,11a,Saratoga,Not Stated,2
2014,11a,Schenectady,Total,1821
2014,11a,Schenectady,Under 1000,17
2014,11a,Schenectady,1000-1499,20
2014,11a,Schenectady,1500-1999,22
2014,11a,Schenectady,2000-2499,90
2014,11a,Schenectady,2500-2999,308
2014,11a,Schenectady,3000-3499,690
2014,11a,Schenectady,3500+,672
2014,11a,Schenectady,Not Stated,2
2014,11a,Schoharie,Total,260
2014,11a,Schoharie,Under 1000,3
2014,11a,Schoharie,1000-1499,2
2014,11a,Schoharie,1500-1999,4
2014,11a,Schoharie,2000-2499,13
2014,11a,Schoharie,2500-2999,46
2014,11a,Schoharie,3000-3499,77
2014,11a,Schoharie,3500+,114
2014,11a,Schoharie,Not Stated,1
2014,11a,Schuyler,Total,168
2014,11a,Schuyler,Under 1000,1
2014,11a,Schuyler,1000-1499,1
2014,11a,Schuyler,1500-1999,6
2014,11a,Schuyler,2000-2499,10
2014,11a,Schuyler,2500-2999,22
2014,11a,Schuyler,3000-3499,53
2014,11a,Schuyler,3500+,75
2014,11a,Schuyler,Not Stated,0
2014,11a,Seneca,Total,388
2014,11a,Seneca,Under 1000,0
2014,11a,Seneca,1000-1499,1
2014,11a,Seneca,1500-1999,3
2014,11a,Seneca,2000-2499,19
2014,11a,Seneca,2500-2999,75
2014,11a,Seneca,3000-3499,134
2014,11a,Seneca,3500+,152
2014,11a,Seneca,Not Stated,4
2014,11a,Steuben,Total,1074
2014,11a,Steuben,Under 1000,5
2014,11a,Steuben,1000-1499,11
2014,11a,Steuben,1500-1999,9
2014,11a,Steuben,2000-2499,45
2014,11a,Steuben,2500-2999,172
2014,11a,Steuben,3000-3499,404
2014,11a,Steuben,3500+,427
2014,11a,Steuben,Not Stated,1
2014,11a,Suffolk,Total,15568
2014,11a,Suffolk,Under 1000,78
2014,11a,Suffolk,1000-1499,108
2014,11a,Suffolk,1500-1999,232
2014,11a,Suffolk,2000-2499,769
2014,11a,Suffolk,2500-2999,2705
2014,11a,Suffolk,3000-3499,5962
2014,11a,Suffolk,3500+,5713
2014,11a,Suffolk,Not Stated,1
2014,11a,Sullivan,Total,785
2014,11a,Sullivan,Under 1000,5
2014,11a,Sullivan,1000-1499,4
2014,11a,Sullivan,1500-1999,10
2014,11a,Sullivan,2000-2499,52
2014,11a,Sullivan,2500-2999,140
2014,11a,Sullivan,3000-3499,305
2014,11a,Sullivan,3500+,268
2014,11a,Sullivan,Not Stated,1
2014,11a,Tioga,Total,518
2014,11a,Tioga,Under 1000,1
2014,11a,Tioga,1000-1499,0
2014,11a,Tioga,1500-1999,4
2014,11a,Tioga,2000-2499,29
2014,11a,Tioga,2500-2999,65
2014,11a,Tioga,3000-3499,195
2014,11a,Tioga,3500+,224
2014,11a,Tioga,Not Stated,0
2014,11a,Tompkins,Total,856
2014,11a,Tompkins,Under 1000,2
2014,11a,Tompkins,1000-1499,8
2014,11a,Tompkins,1500-1999,11
2014,11a,Tompkins,2000-2499,25
2014,11a,Tompkins,2500-2999,126
2014,11a,Tompkins,3000-3499,324
2014,11a,Tompkins,3500+,359
2014,11a,Tompkins,Not Stated,1
2014,11a,Ulster,Total,1525
2014,11a,Ulster,Under 1000,13
2014,11a,Ulster,1000-1499,12
2014,11a,Ulster,1500-1999,30
2014,11a,Ulster,2000-2499,65
2014,11a,Ulster,2500-2999,200
2014,11a,Ulster,3000-3499,552
2014,11a,Ulster,3500+,651
2014,11a,Ulster,Not Stated,2
2014,11a,Warren,Total,567
2014,11a,Warren,Under 1000,2
2014,11a,Warren,1000-1499,4
2014,11a,Warren,1500-1999,4
2014,11a,Warren,2000-2499,22
2014,11a,Warren,2500-2999,88
2014,11a,Warren,3000-3499,211
2014,11a,Warren,3500+,236
2014,11a,Warren,Not Stated,0
2014,11a,Washington,Total,585
2014,11a,Washington,Under 1000,1
2014,11a,Washington,1000-1499,4
2014,11a,Washington,1500-1999,5
2014,11a,Washington,2000-2499,26
2014,11a,Washington,2500-2999,95
2014,11a,Washington,3000-3499,189
2014,11a,Washington,3500+,265
2014,11a,Washington,Not Stated,0
2014,11a,Wayne,Total,970
2014,11a,Wayne,Under 1000,4
2014,11a,Wayne,1000-1499,9
2014,11a,Wayne,1500-1999,17
2014,11a,Wayne,2000-2499,40
2014,11a,Wayne,2500-2999,147
2014,11a,Wayne,3000-3499,331
2014,11a,Wayne,3500+,420
2014,11a,Wayne,Not Stated,2
2014,11a,Westchester,Total,10641
2014,11a,Westchester,Under 1000,81
2014,11a,Westchester,1000-1499,68
2014,11a,Westchester,1500-1999,178
2014,11a,Westchester,2000-2499,565
2014,11a,Westchester,2500-2999,1826
2014,11a,Westchester,3000-3499,4235
2014,11a,Westchester,3500+,3683
2014,11a,Westchester,Not Stated,5
2014,11a,Wyoming,Total,390
2014,11a,Wyoming,Under 1000,0
2014,11a,Wyoming,1000-1499,0
2014,11a,Wyoming,1500-1999,7
2014,11a,Wyoming,2000-2499,18
2014,11a,Wyoming,2500-2999,61
2014,11a,Wyoming,3000-3499,131
2014,11a,Wyoming,3500+,172
2014,11a,Wyoming,Not Stated,1
2014,11a,Yates,Total,283
2014,11a,Yates,Under 1000,1
2014,11a,Yates,1000-1499,0
2014,11a,Yates,1500-1999,2
2014,11a,Yates,2000-2499,11
2014,11a,Yates,2500-2999,34
2014,11a,Yates,3000-3499,91
2014,11a,Yates,3500+,138
2014,11a,Yates,Not Stated,6
2015,11a,New York State,Total,235964
2015,11a,New York State,Under 1000,1518
2015,11a,New York State,1000-1499,1689
2015,11a,New York State,1500-1999,3663
2015,11a,New York State,2000-2499,11544
2015,11a,New York State,2500-2999,43648
2015,11a,New York State,3000-3499,92111
2015,11a,New York State,3500+,81473
2015,11a,New York State,Not Stated,318
2015,11a,New York City,Total,116040
2015,11a,New York City,Under 1000,774
2015,11a,New York City,1000-1499,819
2015,11a,New York City,1500-1999,1855
2015,11a,New York City,2000-2499,6006
2015,11a,New York City,2500-2999,23249
2015,11a,New York City,3000-3499,47024
2015,11a,New York City,3500+,36305
2015,11a,New York City,Not Stated,8
2015,11a,Bronx,Total,21130
2015,11a,Bronx,Under 1000,180
2015,11a,Bronx,1000-1499,204
2015,11a,Bronx,1500-1999,393
2015,11a,Bronx,2000-2499,1173
2015,11a,Bronx,2500-2999,4308
2015,11a,Bronx,3000-3499,8457
2015,11a,Bronx,3500+,6414
2015,11a,Bronx,Not Stated,1
2015,11a,Kings,Total,41514
2015,11a,Kings,Under 1000,259
2015,11a,Kings,1000-1499,246
2015,11a,Kings,1500-1999,639
2015,11a,Kings,2000-2499,2064
2015,11a,Kings,2500-2999,8146
2015,11a,Kings,3000-3499,16853
2015,11a,Kings,3500+,13301
2015,11a,Kings,Not Stated,6
2015,11a,New York,Total,17775
2015,11a,New York,Under 1000,97
2015,11a,New York,1000-1499,128
2015,11a,New York,1500-1999,290
2015,11a,New York,2000-2499,923
2015,11a,New York,2500-2999,3577
2015,11a,New York,3000-3499,7221
2015,11a,New York,3500+,5539
2015,11a,New York,Not Stated,0
2015,11a,Queens,Total,30335
2015,11a,Queens,Under 1000,205
2015,11a,Queens,1000-1499,207
2015,11a,Queens,1500-1999,439
2015,11a,Queens,2000-2499,1609
2015,11a,Queens,2500-2999,6215
2015,11a,Queens,3000-3499,12411
2015,11a,Queens,3500+,9249
2015,11a,Queens,Not Stated,0
2015,11a,Richmond,Total,5286
2015,11a,Richmond,Under 1000,33
2015,11a,Richmond,1000-1499,34
2015,11a,Richmond,1500-1999,94
2015,11a,Richmond,2000-2499,237
2015,11a,Richmond,2500-2999,1003
2015,11a,Richmond,3000-3499,2082
2015,11a,Richmond,3500+,1802
2015,11a,Richmond,Not Stated,1
2015,11a,Rest of State,Total,119924
2015,11a,Rest of State,Under 1000,744
2015,11a,Rest of State,1000-1499,870
2015,11a,Rest of State,1500-1999,1808
2015,11a,Rest of State,2000-2499,5538
2015,11a,Rest of State,2500-2999,20399
2015,11a,Rest of State,3000-3499,45087
2015,11a,Rest of State,3500+,45168
2015,11a,Rest of State,Not Stated,310
2015,11a,Albany,Total,3161
2015,11a,Albany,Under 1000,15
2015,11a,Albany,1000-1499,27
2015,11a,Albany,1500-1999,59
2015,11a,Albany,2000-2499,129
2015,11a,Albany,2500-2999,522
2015,11a,Albany,3000-3499,1199
2015,11a,Albany,3500+,1208
2015,11a,Albany,Not Stated,2
2015,11a,Allegany,Total,496
2015,11a,Allegany,Under 1000,1
2015,11a,Allegany,1000-1499,3
2015,11a,Allegany,1500-1999,7
2015,11a,Allegany,2000-2499,22
2015,11a,Allegany,2500-2999,87
2015,11a,Allegany,3000-3499,180
2015,11a,Allegany,3500+,185
2015,11a,Allegany,Not Stated,11
2015,11a,Broome,Total,1972
2015,11a,Broome,Under 1000,16
2015,11a,Broome,1000-1499,11
2015,11a,Broome,1500-1999,20
2015,11a,Broome,2000-2499,94
2015,11a,Broome,2500-2999,324
2015,11a,Broome,3000-3499,804
2015,11a,Broome,3500+,702
2015,11a,Broome,Not Stated,1
2015,11a,Cattaraugus,Total,880
2015,11a,Cattaraugus,Under 1000,2
2015,11a,Cattaraugus,1000-1499,4
2015,11a,Cattaraugus,1500-1999,11
2015,11a,Cattaraugus,2000-2499,44
2015,11a,Cattaraugus,2500-2999,162
2015,11a,Cattaraugus,3000-3499,277
2015,11a,Cattaraugus,3500+,297
2015,11a,Cattaraugus,Not Stated,83
2015,11a,Cayuga,Total,716
2015,11a,Cayuga,Under 1000,2
2015,11a,Cayuga,1000-1499,1
2015,11a,Cayuga,1500-1999,9
2015,11a,Cayuga,2000-2499,33
2015,11a,Cayuga,2500-2999,97
2015,11a,Cayuga,3000-3499,220
2015,11a,Cayuga,3500+,354
2015,11a,Cayuga,Not Stated,0
2015,11a,Chautauqua,Total,1439
2015,11a,Chautauqua,Under 1000,7
2015,11a,Chautauqua,1000-1499,10
2015,11a,Chautauqua,1500-1999,25
2015,11a,Chautauqua,2000-2499,52
2015,11a,Chautauqua,2500-2999,257
2015,11a,Chautauqua,3000-3499,564
2015,11a,Chautauqua,3500+,499
2015,11a,Chautauqua,Not Stated,25
2015,11a,Chemung,Total,982
2015,11a,Chemung,Under 1000,5
2015,11a,Chemung,1000-1499,6
2015,11a,Chemung,1500-1999,13
2015,11a,Chemung,2000-2499,49
2015,11a,Chemung,2500-2999,160
2015,11a,Chemung,3000-3499,339
2015,11a,Chemung,3500+,410
2015,11a,Chemung,Not Stated,0
2015,11a,Chenango,Total,492
2015,11a,Chenango,Under 1000,1
2015,11a,Chenango,1000-1499,3
2015,11a,Chenango,1500-1999,6
2015,11a,Chenango,2000-2499,26
2015,11a,Chenango,2500-2999,80
2015,11a,Chenango,3000-3499,188
2015,11a,Chenango,3500+,185
2015,11a,Chenango,Not Stated,3
2015,11a,Clinton,Total,768
2015,11a,Clinton,Under 1000,2
2015,11a,Clinton,1000-1499,5
2015,11a,Clinton,1500-1999,7
2015,11a,Clinton,2000-2499,44
2015,11a,Clinton,2500-2999,115
2015,11a,Clinton,3000-3499,256
2015,11a,Clinton,3500+,339
2015,11a,Clinton,Not Stated,0
2015,11a,Columbia,Total,523
2015,11a,Columbia,Under 1000,2
2015,11a,Columbia,1000-1499,6
2015,11a,Columbia,1500-1999,4
2015,11a,Columbia,2000-2499,16
2015,11a,Columbia,2500-2999,87
2015,11a,Columbia,3000-3499,169
2015,11a,Columbia,3500+,236
2015,11a,Columbia,Not Stated,3
2015,11a,Cortland,Total,464
2015,11a,Cortland,Under 1000,5
2015,11a,Cortland,1000-1499,3
2015,11a,Cortland,1500-1999,9
2015,11a,Cortland,2000-2499,21
2015,11a,Cortland,2500-2999,64
2015,11a,Cortland,3000-3499,146
2015,11a,Cortland,3500+,204
2015,11a,Cortland,Not Stated,12
2015,11a,Delaware,Total,354
2015,11a,Delaware,Under 1000,2
2015,11a,Delaware,1000-1499,3
2015,11a,Delaware,1500-1999,2
2015,11a,Delaware,2000-2499,12
2015,11a,Delaware,2500-2999,56
2015,11a,Delaware,3000-3499,125
2015,11a,Delaware,3500+,152
2015,11a,Delaware,Not Stated,2
2015,11a,Dutchess,Total,2606
2015,11a,Dutchess,Under 1000,18
2015,11a,Dutchess,1000-1499,25
2015,11a,Dutchess,1500-1999,46
2015,11a,Dutchess,2000-2499,100
2015,11a,Dutchess,2500-2999,423
2015,11a,Dutchess,3000-3499,948
2015,11a,Dutchess,3500+,1037
2015,11a,Dutchess,Not Stated,9
2015,11a,Erie,Total,10162
2015,11a,Erie,Under 1000,84
2015,11a,Erie,1000-1499,103
2015,11a,Erie,1500-1999,160
2015,11a,Erie,2000-2499,518
2015,11a,Erie,2500-2999,1816
2015,11a,Erie,3000-3499,3740
2015,11a,Erie,3500+,3729
2015,11a,Erie,Not Stated,12
2015,11a,Essex,Total,336
2015,11a,Essex,Under 1000,0
2015,11a,Essex,1000-1499,5
2015,11a,Essex,1500-1999,2
2015,11a,Essex,2000-2499,12
2015,11a,Essex,2500-2999,57
2015,11a,Essex,3000-3499,132
2015,11a,Essex,3500+,128
2015,11a,Essex,Not Stated,0
2015,11a,Franklin,Total,491
2015,11a,Franklin,Under 1000,1
2015,11a,Franklin,1000-1499,6
2015,11a,Franklin,1500-1999,3
2015,11a,Franklin,2000-2499,25
2015,11a,Franklin,2500-2999,81
2015,11a,Franklin,3000-3499,170
2015,11a,Franklin,3500+,202
2015,11a,Franklin,Not Stated,3
2015,11a,Fulton,Total,522
2015,11a,Fulton,Under 1000,0
2015,11a,Fulton,1000-1499,3
2015,11a,Fulton,1500-1999,12
2015,11a,Fulton,2000-2499,21
2015,11a,Fulton,2500-2999,87
2015,11a,Fulton,3000-3499,194
2015,11a,Fulton,3500+,205
2015,11a,Fulton,Not Stated,0
2015,11a,Genesee,Total,565
2015,11a,Genesee,Under 1000,3
2015,11a,Genesee,1000-1499,4
2015,11a,Genesee,1500-1999,9
2015,11a,Genesee,2000-2499,19
2015,11a,Genesee,2500-2999,108
2015,11a,Genesee,3000-3499,190
2015,11a,Genesee,3500+,232
2015,11a,Genesee,Not Stated,0
2015,11a,Greene,Total,378
2015,11a,Greene,Under 1000,0
2015,11a,Greene,1000-1499,0
2015,11a,Greene,1500-1999,10
2015,11a,Greene,2000-2499,15
2015,11a,Greene,2500-2999,57
2015,11a,Greene,3000-3499,129
2015,11a,Greene,3500+,167
2015,11a,Greene,Not Stated,0
2015,11a,Hamilton,Total,31
2015,11a,Hamilton,Under 1000,1
2015,11a,Hamilton,1000-1499,0
2015,11a,Hamilton,1500-1999,0
2015,11a,Hamilton,2000-2499,0
2015,11a,Hamilton,2500-2999,9
2015,11a,Hamilton,3000-3499,7
2015,11a,Hamilton,3500+,14
2015,11a,Hamilton,Not Stated,0
2015,11a,Herkimer,Total,608
2015,11a,Herkimer,Under 1000,4
2015,11a,Herkimer,1000-1499,4
2015,11a,Herkimer,1500-1999,6
2015,11a,Herkimer,2000-2499,22
2015,11a,Herkimer,2500-2999,87
2015,11a,Herkimer,3000-3499,219
2015,11a,Herkimer,3500+,263
2015,11a,Herkimer,Not Stated,3
2015,11a,Jefferson,Total,2088
2015,11a,Jefferson,Under 1000,12
2015,11a,Jefferson,1000-1499,15
2015,11a,Jefferson,1500-1999,36
2015,11a,Jefferson,2000-2499,68
2015,11a,Jefferson,2500-2999,307
2015,11a,Jefferson,3000-3499,777
2015,11a,Jefferson,3500+,863
2015,11a,Jefferson,Not Stated,10
2015,11a,Lewis,Total,324
2015,11a,Lewis,Under 1000,2
2015,11a,Lewis,1000-1499,4
2015,11a,Lewis,1500-1999,3
2015,11a,Lewis,2000-2499,14
2015,11a,Lewis,2500-2999,43
2015,11a,Lewis,3000-3499,134
2015,11a,Lewis,3500+,122
2015,11a,Lewis,Not Stated,2
2015,11a,Livingston,Total,515
2015,11a,Livingston,Under 1000,3
2015,11a,Livingston,1000-1499,1
2015,11a,Livingston,1500-1999,10
2015,11a,Livingston,2000-2499,20
2015,11a,Livingston,2500-2999,65
2015,11a,Livingston,3000-3499,179
2015,11a,Livingston,3500+,237
2015,11a,Livingston,Not Stated,0
2015,11a,Madison,Total,652
2015,11a,Madison,Under 1000,3
2015,11a,Madison,1000-1499,4
2015,11a,Madison,1500-1999,15
2015,11a,Madison,2000-2499,27
2015,11a,Madison,2500-2999,92
2015,11a,Madison,3000-3499,249
2015,11a,Madison,3500+,255
2015,11a,Madison,Not Stated,7
2015,11a,Monroe,Total,8174
2015,11a,Monroe,Under 1000,70
2015,11a,Monroe,1000-1499,74
2015,11a,Monroe,1500-1999,126
2015,11a,Monroe,2000-2499,403
2015,11a,Monroe,2500-2999,1422
2015,11a,Monroe,3000-3499,2967
2015,11a,Monroe,3500+,3109
2015,11a,Monroe,Not Stated,3
2015,11a,Montgomery,Total,643
2015,11a,Montgomery,Under 1000,6
2015,11a,Montgomery,1000-1499,9
2015,11a,Montgomery,1500-1999,11
2015,11a,Montgomery,2000-2499,30
2015,11a,Montgomery,2500-2999,97
2015,11a,Montgomery,3000-3499,224
2015,11a,Montgomery,3500+,251
2015,11a,Montgomery,Not Stated,15
2015,11a,Nassau,Total,14272
2015,11a,Nassau,Under 1000,77
2015,11a,Nassau,1000-1499,83
2015,11a,Nassau,1500-1999,221
2015,11a,Nassau,2000-2499,746
2015,11a,Nassau,2500-2999,2656
2015,11a,Nassau,3000-3499,5597
2015,11a,Nassau,3500+,4890
2015,11a,Nassau,Not Stated,2
2015,11a,Niagara,Total,2149
2015,11a,Niagara,Under 1000,12
2015,11a,Niagara,1000-1499,12
2015,11a,Niagara,1500-1999,29
2015,11a,Niagara,2000-2499,109
2015,11a,Niagara,2500-2999,381
2015,11a,Niagara,3000-3499,820
2015,11a,Niagara,3500+,784
2015,11a,Niagara,Not Stated,2
2015,11a,Oneida,Total,2514
2015,11a,Oneida,Under 1000,20
2015,11a,Oneida,1000-1499,11
2015,11a,Oneida,1500-1999,42
2015,11a,Oneida,2000-2499,113
2015,11a,Oneida,2500-2999,418
2015,11a,Oneida,3000-3499,917
2015,11a,Oneida,3500+,993
2015,11a,Oneida,Not Stated,0
2015,11a,Onondaga,Total,5259
2015,11a,Onondaga,Under 1000,32
2015,11a,Onondaga,1000-1499,43
2015,11a,Onondaga,1500-1999,77
2015,11a,Onondaga,2000-2499,248
2015,11a,Onondaga,2500-2999,867
2015,11a,Onondaga,3000-3499,1918
2015,11a,Onondaga,3500+,2074
2015,11a,Onondaga,Not Stated,0
2015,11a,Ontario,Total,1032
2015,11a,Ontario,Under 1000,11
2015,11a,Ontario,1000-1499,3
2015,11a,Ontario,1500-1999,10
2015,11a,Ontario,2000-2499,39
2015,11a,Ontario,2500-2999,155
2015,11a,Ontario,3000-3499,370
2015,11a,Ontario,3500+,443
2015,11a,Ontario,Not Stated,1
2015,11a,Orange,Total,4792
2015,11a,Orange,Under 1000,38
2015,11a,Orange,1000-1499,26
2015,11a,Orange,1500-1999,57
2015,11a,Orange,2000-2499,187
2015,11a,Orange,2500-2999,780
2015,11a,Orange,3000-3499,1915
2015,11a,Orange,3500+,1788
2015,11a,Orange,Not Stated,1
2015,11a,Orleans,Total,451
2015,11a,Orleans,Under 1000,4
2015,11a,Orleans,1000-1499,2
